상호명,상권업종소분류명,시도명,시군구명,경도,위도
브이아이피짐,헬스장,경기도,화성시,126.911529363144,37.1154309640656
아트짐,헬스장,경기도,안성시,127.263616961484,37.0032849534257
페어리,헬스장,경기도,안양시 만안구,126.909062859415,37.417467214837
헬스보이짐,헬스장,경기도,용인시 수지구,127.070016529597,37.2965725363657
헬스맛짐,헬스장,경기도,파주시,126.711220055756,37.7241356056149
가달정자,헬스장,경기도,성남시 분당구,127.107301661965,37.3670142732363
라곰트레이닝미사,헬스장,경기도,하남시,127.189620289704,37.5637546315748
아사힘,헬스장,경기도,남양주시,127.156315733521,37.604537289943
테이스티짐,헬스장,경기도,평택시,126.931443784296,36.9787690880439
인핏서정리역점,헬스장,경기도,평택시,127.054512136797,37.0663071668746
써트짐,헬스장,경기도,성남시 분당구,127.112319243436,37.3781282651333
피티스튜디오101,헬스장,경기도,의정부시,127.091977854959,37.7407429560831
메인휘트니스,헬스장,경기도,고양시 일산동구,126.790977211789,37.6536675022096
뉴욕양키스다이어트복싱클럽,헬스장,경기도,남양주시,127.179189767653,37.6556176611212
레디바디탄현점,헬스장,경기도,고양시 일산서구,126.762764064078,37.6915633204512
에이치앤에이치짐,헬스장,경기도,안양시 동안구,126.962742342654,37.3980252723987
점핑하다다이어트,헬스장,경기도,구리시,127.13991732426,37.5923584606485
더베스트휘트니스,헬스장,경기도,안산시 단원구,126.812574236265,37.3332430398738
머슬팩토리easy,헬스장,경기도,안성시,127.225350122605,37.0030664178709
피티라잍,헬스장,경기도,하남시,127.158095894445,37.4876844645534
원모어짐,헬스장,경기도,수원시 영통구,127.07473236129,37.2524096643983
업투,헬스장,경기도,의왕시,126.977426467647,37.3899648377787
밸런스PT센터,헬스장,경기도,광명시,126.885497026534,37.4479641491368
에버핏,헬스장,경기도,안양시 동안구,126.956511560429,37.3923196752314
하드녹스,헬스장,경기도,성남시 분당구,127.111805802939,37.3440789453278
머슬피치랩,헬스장,경기도,부천시 원미구,126.776273291914,37.5043461141028
드루와점핑다이어트,헬스장,경기도,의왕시,126.9730812248,37.3834315087212
마이비짐,헬스장,경기도,화성시,126.972145506253,37.2265429233026
위더스포,헬스장,경기도,수원시 팔달구,127.031215820742,37.262268524287
머슬짐,헬스장,경기도,시흥시,126.798202704922,37.4454416358996
더피트니스케이,헬스장,경기도,용인시 수지구,127.100424852426,37.3402237354825
스튜디오3E,헬스장,경기도,용인시 수지구,127.068235327387,37.2974475825136
디피짐,헬스장,경기도,수원시 팔달구,126.998872417573,37.2790680411205
남스짐월곶점,헬스장,경기도,시흥시,126.739580842049,37.3881665290634
트래몬트짐,헬스장,경기도,부천시 원미구,126.751575438489,37.4899978168791
휘트니스플레이스덕소점,헬스장,경기도,남양주시,127.212454957983,37.5854747323841
라인업PTSTUDIO,헬스장,경기도,이천시,127.454562280623,37.2774023904322
테이스트피트니스PT수원화서점,헬스장,경기도,수원시 팔달구,127.003258694179,37.2786264920842
건강하고바른운동,헬스장,경기도,안양시 만안구,126.903980239375,37.4256714680195
바디아트짐,헬스장,경기도,남양주시,127.172217832858,37.5956404071921
아일랜드짐,헬스장,경기도,수원시 영통구,127.041148730547,37.2643198650313
짐포미,헬스장,경기도,안양시 만안구,126.938307150857,37.3928972436281
점핑스타,헬스장,경기도,화성시,126.959992406278,37.2169432744234
웨이크업바디,헬스장,경기도,수원시 팔달구,127.031215820742,37.262268524287
능동탑점핑,헬스장,경기도,화성시,127.055736059122,37.2173964527342
인핏,헬스장,경기도,파주시,126.735567979913,37.7288237134141
위더스짐,헬스장,경기도,이천시,127.437701532759,37.3000908306103
86피트니스,헬스장,경기도,하남시,127.158379179697,37.4879724074056
하이브,헬스장,경기도,광주시,127.163174194328,37.3686082764432
연원헬스,헬스장,경기도,용인시 기흥구,127.110288317416,37.3019030279666
포에버핏,헬스장,경기도,용인시 수지구,127.080450465375,37.2978724075672
향동PT미래핏,헬스장,경기도,고양시 덕양구,126.894277441163,37.600674149315
밀라노짐,헬스장,경기도,성남시 중원구,127.131011437329,37.4335848306003
팀투나인피트니스,헬스장,경기도,평택시,127.047445142558,37.0573084856596
핏미업피트니스,헬스장,경기도,오산시,127.048375346528,37.1411163706759
일프로짐지제역점,헬스장,경기도,평택시,127.08686666528,37.0212070811775
윈짐,헬스장,경기도,군포시,126.930828800278,37.3587172299865
오짐피티스튜디오,헬스장,경기도,성남시 중원구,127.164529429806,37.4463283225594
센스짐24,헬스장,경기도,수원시 팔달구,127.030455589173,37.2780459536674
하와이짐,헬스장,경기도,안산시 단원구,126.829033559432,37.3100573762505
굿모닝휘트니스클럽,헬스장,경기도,남양주시,127.118553781865,37.7081761402663
피트온,헬스장,경기도,시흥시,126.860959259785,37.3823887416204
그린공간운동센터,헬스장,경기도,용인시 수지구,127.098085337681,37.3201507115359
피트니스디천천점PT.헬스스튜디오,헬스장,경기도,수원시 장안구,126.982698710878,37.297303800821
181피트니스,헬스장,경기도,오산시,127.062118291691,37.1688896035018
업투컴퍼니,헬스장,경기도,성남시 분당구,127.115044585966,37.3883342415779
수지피트니스라운지,헬스장,경기도,용인시 수지구,127.074625857655,37.3158068284494
비더핏,헬스장,경기도,화성시,126.819014500714,37.2826599929593
키네스,헬스장,경기도,고양시 일산서구,126.758535086542,37.6705529777356
바디공작소,헬스장,경기도,용인시 수지구,127.098046343471,37.3248721561942
유앤미짐,헬스장,경기도,고양시 덕양구,126.902545627407,37.7035554496643
달라짐,헬스장,경기도,수원시 장안구,127.006113448095,37.3031886767273
팀크라운,헬스장,경기도,김포시,126.624024143007,37.6438743533979
비타민휘트니스,헬스장,경기도,수원시 장안구,126.983093865283,37.2954927731164
킹콩GYM,헬스장,경기도,용인시 기흥구,127.110254582679,37.2555896304723
오와이스튜디오,헬스장,경기도,여주시,127.635951667689,37.3137430784271
그레이트짐,헬스장,경기도,부천시 원미구,126.762357265441,37.5024268307142
베리핏피티,헬스장,경기도,성남시 중원구,127.165636434545,37.4461105331522
아테나휘트니스,헬스장,경기도,의정부시,127.049476971613,37.7396963041227
에이플러스짐휘트니스,헬스장,경기도,고양시 일산동구,126.788407964929,37.6565460604439
강현정피티,헬스장,경기도,군포시,126.93269112944,37.3588804893103
제이무브짐,헬스장,경기도,평택시,127.049127913596,36.9643252874837
아이엠피티,헬스장,경기도,하남시,127.191844056113,37.5614174613764
엠더블유짐,헬스장,경기도,화성시,127.072688741051,37.225379562407
샘마을고고점핑,헬스장,경기도,안양시 동안구,126.966400195007,37.3755908861232
짐타임피트니스,헬스장,경기도,광명시,126.851283336558,37.4734246714784
핏걸,헬스장,경기도,의정부시,127.096147190329,37.7450282396567
굿데이짐,헬스장,경기도,하남시,127.182813367017,37.5526650967854
헬스보이짐,헬스장,경기도,고양시 덕양구,126.835916544149,37.6246728296889
모하짐,헬스장,경기도,남양주시,127.182252262865,37.716960456107
알지비그라운드,헬스장,경기도,남양주시,127.162959035587,37.6181242152229
짐토닉,헬스장,경기도,광명시,126.883427759273,37.4195711197529
라인짐휘트니스,헬스장,경기도,안양시 동안구,126.954549854782,37.405663065762
바른피티,헬스장,경기도,하남시,127.201938519507,37.5399298707359
비엔에이BNAFITNESS,헬스장,경기도,시흥시,126.790073522235,37.4428145389226
레드핏휘트니스,헬스장,경기도,화성시,127.072962221478,37.2051508350497
지오티짐,헬스장,경기도,화성시,127.114393932607,37.1751039975132
플로우먼트,헬스장,경기도,남양주시,127.119268045419,37.7080582933422
동기부여짐,헬스장,경기도,화성시,127.118898351242,37.1609079269717
크로스핏그라운드제로,헬스장,경기도,양주시,127.061648415653,37.8464904978342
일산스파골프휘트니스,헬스장,경기도,고양시 일산서구,126.765910519153,37.6788838682003
청담피트니스,헬스장,경기도,용인시 처인구,127.187929497748,37.2318484303362
라인점핑,헬스장,경기도,평택시,127.044966143974,37.047893224607
프리원핏,헬스장,경기도,파주시,126.759668964489,37.712585767347
팀피앤비,헬스장,경기도,용인시 처인구,127.202056120716,37.2048478056011
디짐퍼스널트레이닝,헬스장,경기도,성남시 분당구,127.11386457302,37.3771446708778
로망휘트니스파주,헬스장,경기도,파주시,126.718182904891,37.724584920934
퍼스트짐,헬스장,경기도,수원시 권선구,127.034160157769,37.241732919554
완벽해짐,헬스장,경기도,화성시,127.07317284297,37.2016185843642
럭스나인피트니스,헬스장,경기도,김포시,126.619400889655,37.6439406171138
비스타짐,헬스장,경기도,남양주시,127.197128995981,37.7198196289524
국민헬스장PT,헬스장,경기도,고양시 일산서구,126.755097109684,37.6785285483627
캐리피트니스,헬스장,경기도,광명시,126.888386922471,37.4196750177163
크로스핏해치,헬스장,경기도,안산시 상록구,126.853985142948,37.3337699280514
킷짐,헬스장,경기도,하남시,127.189968212861,37.5625917884843
커스텀PT,헬스장,경기도,성남시 분당구,127.123283518567,37.3994715788747
더숲명상원,헬스장,경기도,포천시,127.391823392248,38.0852498129916
블랙스미스짐,헬스장,경기도,성남시 분당구,127.110454776422,37.39249233109
제이바디랩필라테스앤번지피트니스,헬스장,경기도,화성시,127.072011175118,37.200096518977
점핑슬림핏,헬스장,경기도,구리시,127.138276243241,37.5866390969445
런닝맨짐,헬스장,경기도,군포시,126.927241111094,37.3685362694331
다올GYM,헬스장,경기도,양주시,127.078745808168,37.8019280190651
위너스타,헬스장,경기도,안산시 단원구,126.828146961371,37.3130114830573
피티클래식,헬스장,경기도,용인시 수지구,127.077071478121,37.3244822124186
남다른사람들,헬스장,경기도,안산시 단원구,126.776500195307,37.3368565958614
헬스온미,헬스장,경기도,안양시 동안구,126.958239453871,37.3717769488555
베라짐,헬스장,경기도,하남시,127.184315919049,37.5699889050231
테리스짐,헬스장,경기도,과천시,126.99032858214,37.4297466254175
머슬플로우,헬스장,경기도,평택시,126.845597683674,36.9867351616704
휘트니스라운지,헬스장,경기도,부천시 원미구,126.771634680587,37.5011837243454
헤이점핑,헬스장,경기도,시흥시,126.683136879043,37.3224702105447
크로스핏업다운,헬스장,경기도,오산시,127.055801191327,37.1374908420189
석세스짐,헬스장,경기도,용인시 기흥구,127.073617635163,37.2767925559714
디메이드피트니스,헬스장,경기도,화성시,126.947143207158,37.2245520987187
히어로핏,헬스장,경기도,수원시 팔달구,126.990561411658,37.2848613537295
디에스짐,헬스장,경기도,이천시,127.441535676657,37.2806773920682
짐피에스2,헬스장,경기도,고양시 일산동구,126.788870112058,37.6814319202293
김영빈PT스튜디오,헬스장,경기도,광주시,127.253787476524,37.4073095893955
퀼드짐,헬스장,경기도,구리시,127.137609726363,37.6120387912356
위드짐,헬스장,경기도,부천시 소사구,126.803950095737,37.4732114566384
도미디피트니스,헬스장,경기도,수원시 영통구,127.051000149158,37.2450337003884
칠성,헬스장,경기도,화성시,126.815058709282,37.0831426657937
원앤온리짐광명,헬스장,경기도,광명시,126.869370228266,37.4740136871331
오마이핏헬스장,헬스장,경기도,수원시 영통구,127.043799429245,37.2472621634114
네드짐,헬스장,경기도,용인시 처인구,127.187769501162,37.2309476382789
맥스아웃휘트니스동,헬스장,경기도,고양시 일산동구,126.773728530065,37.6577531594267
피티플래너,헬스장,경기도,성남시 중원구,127.1609663472,37.4447834856372
메이짐,헬스장,경기도,부천시 소사구,126.807808282863,37.4763713253009
온플릭,헬스장,경기도,고양시 일산동구,126.777421214625,37.65076857399
리본짐,헬스장,경기도,고양시 일산동구,126.779996451138,37.6459351328561
스파리스휘트니스,헬스장,경기도,시흥시,126.748563976676,37.3458017946653
윤청구재활트레이닝센터,헬스장,경기도,화성시,127.08980992434,37.1728545201833
애드PT,헬스장,경기도,양주시,127.053539505238,37.8196460039687
슬릭부스트,헬스장,경기도,안산시 상록구,126.862326498231,37.3014778846279
머스타드피트니스,헬스장,경기도,안양시 동안구,126.938663213572,37.3994118169029
크로스핏까사,헬스장,경기도,고양시 일산동구,126.768799022033,37.6613204907302
케이케이짐,헬스장,경기도,이천시,127.448492219722,37.284354480892
가온휘트니스,헬스장,경기도,고양시 일산서구,126.732377953157,37.6695775310323
올인핏,헬스장,경기도,화성시,126.826041538537,37.1984769187069
숑숑짐,헬스장,경기도,용인시 기흥구,127.150509152097,37.2731516504704
프리메르,헬스장,경기도,고양시 덕양구,126.89611892446,37.6526446781033
로그인짐,헬스장,경기도,고양시 일산서구,126.770385106357,37.6946146905475
피트니스톤,헬스장,경기도,수원시 팔달구,127.014047880282,37.2693990472866
헬스플러스,헬스장,경기도,안산시 단원구,126.830824276358,37.3113394179711
하이퍼짐,헬스장,경기도,고양시 일산동구,126.773939819448,37.6702951954297
주앤짐,헬스장,경기도,성남시 분당구,127.123644489401,37.3579430009832
더드림&체온다이어트,헬스장,경기도,안산시 단원구,126.826918836382,37.3320394920126
피지컬짐,헬스장,경기도,광주시,127.2600313235,37.409917983526
청년헬스장,헬스장,경기도,부천시 소사구,126.794276289268,37.4802949544668
빅파이브스트렝스,헬스장,경기도,남양주시,127.15821545412,37.5978494144742
헬스보이짐앤필라걸배곧점,헬스장,경기도,시흥시,126.730579625466,37.3696213520743
고베어짐,헬스장,경기도,고양시 일산동구,126.768353019963,37.6626080163352
피트니스에이치.PT,헬스장,경기도,하남시,127.21508800155,37.5404472512698
딜라이트짐범박점,헬스장,경기도,부천시 소사구,126.812861544813,37.4764695375388
신나는점핑다이어트,헬스장,경기도,평택시,127.058689859983,37.0596372356049
위드PT,헬스장,경기도,고양시 덕양구,126.893575458521,37.6005924292794
천수원,헬스장,경기도,안양시 만안구,126.93179755447,37.3858566797533
올피티,헬스장,경기도,화성시,127.102753680261,37.2022183453489
트리짐트리태닝,헬스장,경기도,남양주시,127.125486884445,37.6567411610496
바디튜토리얼영통,헬스장,경기도,수원시 영통구,127.042953985711,37.2470642432815
크로스핏버디,헬스장,경기도,고양시 일산서구,126.747812152752,37.677323906902
제온휘트니스,헬스장,경기도,김포시,126.722564879392,37.6048643196505
플레이그라운드짐,헬스장,경기도,고양시 일산서구,126.764726360794,37.6984777249535
온플릭휘트니스,헬스장,경기도,고양시 일산서구,126.747023302735,37.6759527326895
하이알티튜드트레이닝센터,헬스장,경기도,화성시,127.095745465323,37.1651278203477
검단풍무따숨&점핑,헬스장,경기도,김포시,126.721951261821,37.5962944796815
진베이PTArea,헬스장,경기도,성남시 분당구,127.142402732223,37.3749332732357
제이핏,헬스장,경기도,파주시,126.766769712941,37.7628379944964
더바벨,헬스장,경기도,구리시,127.14665170164,37.590953748925
벨그라운드짐,헬스장,경기도,성남시 분당구,127.124782193875,37.3837922219073
대니스짐,헬스장,경기도,용인시 처인구,127.170549365373,37.2402184142985
헬스킹고덕,헬스장,경기도,평택시,127.048198037007,37.0389262524486
도미디피트니스동탄,헬스장,경기도,화성시,127.105125466462,37.1661110332049
킹바디짐오산역점,헬스장,경기도,오산시,127.06997895799,37.1461785550662
위너휘트니스,헬스장,경기도,용인시 수지구,127.122078590018,37.3319589432289
팀제로베이스,헬스장,경기도,화성시,127.071662909266,37.2010698659458
엠투엠피트니스,헬스장,경기도,용인시 수지구,127.122948007467,37.3323094451622
휘트니스링크,헬스장,경기도,안산시 상록구,126.851858882663,37.3075111913779
어라운드트레이닝,헬스장,경기도,성남시 분당구,127.109948896118,37.3399089175608
올데이짐,헬스장,경기도,김포시,126.673096850689,37.638812867985
스테이피트니스,헬스장,경기도,화성시,126.918602161177,37.1300512799939
라인짐PT,헬스장,경기도,안양시 동안구,126.961364391604,37.3982771162514
점핑앤핏,헬스장,경기도,용인시 수지구,127.077917237298,37.3021990773235
렛츠헬스,헬스장,경기도,안양시 동안구,126.955267126712,37.37706488021
바디슬림헬스,헬스장,경기도,화성시,127.053176963578,37.1991063027144
전홍표컨설팅,헬스장,경기도,의정부시,127.100490587641,37.7434208929704
마두운동장,헬스장,경기도,고양시 일산동구,126.777196867877,37.6537954469139
새로핏,헬스장,경기도,용인시 수지구,127.084893373439,37.3071319546127
역전PT,헬스장,경기도,수원시 권선구,127.024700163633,37.2632521990287
시즈핏,헬스장,경기도,성남시 분당구,127.11588980895,37.3798998377609
브라운짐,헬스장,경기도,화성시,127.059713748671,37.2181153535037
피트니스오브백운호수,헬스장,경기도,의왕시,127.011662617322,37.3741804742271
마이짐,헬스장,경기도,수원시 권선구,127.023536644393,37.2556926866021
준스짐,헬스장,경기도,수원시 권선구,127.035358488408,37.2496167108753
헬스보이짐×필라걸,헬스장,경기도,안산시 상록구,126.862326498231,37.3014778846279
파인핏,헬스장,경기도,평택시,127.088978339198,36.9914337960263
더블유짐,헬스장,경기도,파주시,126.766883195655,37.7519906024288
임스짐PT메디컬트레이닝,헬스장,경기도,화성시,127.113182888892,37.2086873942309
리브짐,헬스장,경기도,광주시,127.231206695288,37.3919214380328
비더핏,헬스장,경기도,화성시,126.819014500714,37.2826599929593
커브스다산클럽,헬스장,경기도,남양주시,127.150820043879,37.6253932971257
조이점핑,헬스장,경기도,군포시,126.915701108405,37.3303430040055
제네바휘트니스,헬스장,경기도,용인시 수지구,127.097368663784,37.3243140755877
애드짐,헬스장,경기도,양주시,127.053539505238,37.8196460039687
과천고고점핑,헬스장,경기도,과천시,126.99356005694,37.4281520455704
365일24시차차짐,헬스장,경기도,이천시,127.462005076971,37.2775627933084
보라카이짐,헬스장,경기도,안산시 단원구,126.811619192403,37.3361248194001
샤인바디짐PT,헬스장,경기도,안산시 단원구,126.829110401329,37.3109945625953
우리동네운동박사,헬스장,경기도,성남시 분당구,127.116229595905,37.3366682150703
헬스,헬스장,경기도,시흥시,126.783277074046,37.4406128099088
변화휘트니스,헬스장,경기도,안산시 단원구,126.830615867731,37.3086990899582
더스카이짐,헬스장,경기도,고양시 일산서구,126.776776448672,37.6844459405867
새솔핑,헬스장,경기도,화성시,126.819035521556,37.2832997621251
밀라노짐PT,헬스장,경기도,성남시 분당구,127.106304865559,37.3646274538427
빌드업피트니스PT,헬스장,경기도,남양주시,127.125683921812,37.6458931229874
피앤비골프피트니스,헬스장,경기도,화성시,126.892176105071,37.1714068195568
허슬짐,헬스장,경기도,수원시 영통구,127.076756786399,37.2479662221707
명품PT,헬스장,경기도,부천시 원미구,126.808917273663,37.4848335869749
별가람점핑하다,헬스장,경기도,남양주시,127.116958448724,37.6672013030805
점프스타줄넘기클럽,헬스장,경기도,김포시,126.68057776247,37.635427648655
원흥드루와점핑&온열,헬스장,경기도,고양시 덕양구,126.872745864881,37.6497206172167
플레이필드,헬스장,경기도,수원시 영통구,127.059047187598,37.2591222872343
다이아짐,헬스장,경기도,화성시,127.108755009251,37.2082680485934
피트니스디화서점,헬스장,경기도,수원시 팔달구,126.980716718064,37.2854278138894
더하다피티샵,헬스장,경기도,수원시 영통구,127.057889945517,37.2494366407467
테이스트피트니스PT수원우만점,헬스장,경기도,수원시 팔달구,127.028757145356,37.289039056193
에이치투피티,헬스장,경기도,평택시,127.058215082078,37.0709999915819
붐피트니스,헬스장,경기도,수원시 영통구,127.043649102066,37.2992612770489
그레이트짐,헬스장,경기도,부천시 소사구,126.796917189997,37.4694964314984
뱅가드피트니스,헬스장,경기도,광명시,126.848942946571,37.4735568541198
브아이아피헬스,헬스장,경기도,오산시,127.041365624784,37.1867305481492
데이원무브먼트짐,헬스장,경기도,부천시 원미구,126.752418453552,37.5052265590279
유앤짐신,헬스장,경기도,화성시,127.054281507793,37.2157842500114
크로스핏보라,헬스장,경기도,용인시 기흥구,127.115068047415,37.2557111964925
국제바디지음협회,헬스장,경기도,화성시,126.826041538537,37.1984769187069
폼나는GYM,헬스장,경기도,의왕시,126.973105258916,37.3793678949376
슈퍼점핑스타,헬스장,경기도,남양주시,127.213930253636,37.578768687806
러프짐,헬스장,경기도,수원시 영통구,127.075431008796,37.2522019813295
아라점핑,헬스장,경기도,김포시,126.726318034976,37.6005032921576
바디온핏,헬스장,경기도,평택시,127.06588358418,37.0573627537322
짐웨이진안점,헬스장,경기도,화성시,127.038609487671,37.2148803351579
비욘더리미트,헬스장,경기도,용인시 수지구,127.06980347172,37.2979061968539
디오OSHARE,헬스장,경기도,용인시 수지구,127.068445510182,37.3178018495434
에스짐,헬스장,경기도,이천시,127.356982488707,37.250786843123
제이엠피트니스,헬스장,경기도,용인시 수지구,127.071340003067,37.3006984941304
핏클러스터,헬스장,경기도,광명시,126.882615259251,37.4190116846553
아지트32,헬스장,경기도,하남시,127.190167358109,37.5652403933718
더,헬스장,경기도,파주시,126.771179810097,37.7569633413629
삼성JOY헬스,헬스장,경기도,시흥시,126.811044145826,37.4169547377168
인생PT,헬스장,경기도,화성시,127.065172132787,37.1980550908736
바로피트니스,헬스장,경기도,화성시,127.072011175118,37.200096518977
루트핏,헬스장,경기도,하남시,127.185758366051,37.5537146665866
피트니스원,헬스장,경기도,평택시,127.149102229137,36.9990957795408
모조피트니스,헬스장,경기도,수원시 팔달구,127.020148389227,37.2734077988028
한라비발디휘트니스,헬스장,경기도,용인시 기흥구,127.136836652114,37.2753577705921
고짐감래,헬스장,경기도,성남시 분당구,127.11520447132,37.4042641459073
머슬리짐PT,헬스장,경기도,시흥시,126.807641918919,37.3691230495895
크로스핏스네일,헬스장,경기도,하남시,127.195987441855,37.5444809288867
운동의발견,헬스장,경기도,김포시,126.678566921167,37.6419723213422
라이언짐,헬스장,경기도,광주시,127.254472344399,37.4127682835547
빌드업피트니스PT,헬스장,경기도,성남시 분당구,127.142982000125,37.4124330946225
퍼펙트피트니스,헬스장,경기도,안양시 만안구,126.915788135117,37.3938564549063
로얄바디짐,헬스장,경기도,시흥시,126.803400008924,37.4371971098594
지엔,헬스장,경기도,성남시 수정구,127.140067547776,37.466920938452
빌리프짐,헬스장,경기도,성남시 분당구,127.115756646425,37.3373174207351
크림피트니스,헬스장,경기도,양주시,127.068331830784,37.8371619395568
트리플엑스짐,헬스장,경기도,용인시 기흥구,127.091533684019,37.2762214139568
하이엔드피트니스,헬스장,경기도,평택시,127.040737873214,37.0451735045285
업투,헬스장,경기도,광명시,126.892198865434,37.4477722289053
숄더짐,헬스장,경기도,안산시 단원구,126.832447921972,37.3116841208055
화이트짐,헬스장,경기도,오산시,127.050232408807,37.1750494511367
스트레치뱅위례역점,헬스장,경기도,성남시 수정구,127.140630399009,37.4656678652669
헬스인사이트,헬스장,경기도,안양시 동안구,126.955496191909,37.3906614158045
몰드짐,헬스장,경기도,군포시,126.930703591545,37.3598524512927
고잔라이트점핑다이어트,헬스장,경기도,안산시 단원구,126.835817954958,37.3130133639449
투와이케이,헬스장,경기도,화성시,126.817409042624,37.2844055410767
오버롤짐,헬스장,경기도,남양주시,127.121124214541,37.6430417748147
에이치오핏,헬스장,경기도,수원시 권선구,127.033924322349,37.2436071617468
배곧베니스점핑앤힐링,헬스장,경기도,시흥시,126.730675060522,37.3681889420436
예스타이명상체험실,헬스장,경기도,의정부시,127.033306702209,37.7579195552103
파워하우스컴퍼니,헬스장,경기도,화성시,127.114196031541,37.2007211334138
더엠휘트니스,헬스장,경기도,파주시,126.744473675712,37.712040260931
디노짐,헬스장,경기도,고양시 일산서구,126.762733236798,37.6905631762751
원타임짐휘트니스파장점,헬스장,경기도,수원시 장안구,126.999593918429,37.307333598955
팀레드휘트니스,헬스장,경기도,파주시,126.737236146274,37.7190068765223
퍼펙트바디,헬스장,경기도,안산시 단원구,126.815710546077,37.3381135284741
웨이브짐,헬스장,경기도,남양주시,127.202781206442,37.7211975379142
단단짐,헬스장,경기도,용인시 기흥구,127.111823505079,37.2798622074958
2층PT,헬스장,경기도,수원시 영통구,127.066673224185,37.2910330865446
더볼트화서역점,헬스장,경기도,수원시 팔달구,126.990561411658,37.2848613537295
연세복싱,헬스장,경기도,부천시 원미구,126.784650004804,37.4938199282875
로얄피트니스,헬스장,경기도,의정부시,127.059995844763,37.7418717649409
피트니스더클럽지동점,헬스장,경기도,수원시 팔달구,127.019630902994,37.2778860564378
트리플핏점핑하이장곡점,헬스장,경기도,시흥시,126.783649639379,37.3778845986181
빅브로짐,헬스장,경기도,안양시 동안구,126.962168655087,37.3934749291108
헬스플러스구래,헬스장,경기도,김포시,126.625511106433,37.6433475050816
도미디피트니스,헬스장,경기도,수원시 영통구,127.05778345471,37.2870912127844
짐투짐,헬스장,경기도,오산시,127.07604931067,37.1495087364928
드래곤짐,헬스장,경기도,성남시 분당구,127.126386358442,37.3909806799829
안녕피티,헬스장,경기도,의정부시,127.110476575532,37.7292306961524
브이아이피짐오산갈곶점,헬스장,경기도,오산시,127.071743527596,37.1314721835634
휘트니스클럽S,헬스장,경기도,화성시,127.060135362361,37.2098975672745
유앤미짐,헬스장,경기도,고양시 덕양구,126.901823148063,37.7010771695632
딜라이트짐,헬스장,경기도,평택시,127.089573540723,36.991298185891
짐포유,헬스장,경기도,화성시,127.074000123452,37.2067270301867
피크바이짐,헬스장,경기도,화성시,126.974211780276,37.2141179281628
뉴로드짐가라뫼점,헬스장,경기도,고양시 덕양구,126.845489386075,37.6187933003003
바디&체인지,헬스장,경기도,광주시,127.229808688952,37.3815714260161
헬스플러스구래,헬스장,경기도,김포시,126.627536770543,37.6461199235209
레이업,헬스장,경기도,광명시,126.882015933697,37.4481859787549
제이에이치파워댄스,헬스장,경기도,부천시 원미구,126.774182404973,37.4888628728604
1퍼센트,헬스장,경기도,파주시,126.752295045245,37.7234542310643
탑스바디,헬스장,경기도,화성시,126.911201228198,37.1170075814733
바디앤브레인명상센터,헬스장,경기도,평택시,127.089259576246,37.0206105934188
희핏PT&헬스,헬스장,경기도,의정부시,127.048302456041,37.7305429355097
헬스킹,헬스장,경기도,양주시,127.092506130908,37.8278385684896
바로피트니스,헬스장,경기도,군포시,126.930771732701,37.3594019774919
지와이피티,헬스장,경기도,시흥시,126.851563087095,37.3775928856112
도이연피트니스라운지DoiyeonFitnesslounge,헬스장,경기도,의정부시,127.099757071861,37.7463766920349
바디멘토짐,헬스장,경기도,안양시 동안구,126.961015051229,37.3749945570494
라이언컴퍼니,헬스장,경기도,성남시 분당구,127.116827063782,37.3799709975332
빠짐,헬스장,경기도,김포시,126.671502616777,37.6483588316887
피트니스89GYM인덕원점,헬스장,경기도,안양시 동안구,126.975074176274,37.4004432526036
아리스휘트니스,헬스장,경기도,시흥시,126.725644652495,37.3669429781486
노블핏짐,헬스장,경기도,고양시 일산서구,126.760283208577,37.6697546730699
바디챌린지휘트니스,헬스장,경기도,양주시,127.092842843128,37.8064675972643
제이에스피트니스,헬스장,경기도,화성시,127.101659767165,37.20967097794
에이펙스,헬스장,경기도,고양시 덕양구,126.832052085952,37.630451720269
도수명가,헬스장,경기도,김포시,126.627250543141,37.6444431985535
엠휘트니스10,헬스장,경기도,광명시,126.881349566762,37.4622411061142
제로짐동탄헬스PT,헬스장,경기도,화성시,127.063660311058,37.208517118279
코코피트니스,헬스장,경기도,용인시 기흥구,127.152603575317,37.2773928656583
리얼짐,헬스장,경기도,의왕시,126.952244191042,37.3190103828552
고릴라짐;NOW,헬스장,경기도,가평군,127.519807905626,37.7981858026945
헬스메카헬스&피티,헬스장,경기도,성남시 수정구,127.127144956555,37.4389410835113
스포애니케이디헬스케어,헬스장,경기도,고양시 덕양구,126.832736025639,37.6336241587785
휘트니스BARO,헬스장,경기도,고양시 일산동구,126.781953295927,37.6781037397845
핏그로우,헬스장,경기도,의정부시,127.06866242389,37.7525254880516
더빼자점핑다이어트,헬스장,경기도,수원시 팔달구,126.994790361776,37.2820774042622
쏘마휘트니스지축역점,헬스장,경기도,고양시 덕양구,126.915331454991,37.6485245207172
더메이커짐,헬스장,경기도,수원시 권선구,126.952745534289,37.2750489864677
버클다운짐탄현점,헬스장,경기도,고양시 일산서구,126.765038568855,37.696559272916
디벨롭짐,헬스장,경기도,남양주시,127.125538286621,37.646884359538
밀라노짐,헬스장,경기도,성남시 분당구,127.119842312821,37.373237327789
에이치제이PT재활,헬스장,경기도,성남시 분당구,127.122583316854,37.39948131706
